1,-1.5,0.5
1,-1,0.5
1,-1.75,0.25
1,-1.5,0.5
1,-1,0.75
2,-8.5,0.5
2,-9.5,4.5
2,-8.5,2.5
2,-6.75,2.5
2,-7.5,3.75
3,-18,-10
3,-16,-13
3,-22,-16
3,-20,-10
3,-16,-14
4,-24,-23
4,-28,-24
4,-24,-23
4,-23,-24
4,-22,-25
5,1,-1
5,1,-1.75
5,1.5,-1
5,1.5,-2
5,2,-1.5
6,-0.25,-5.5
6,-1.5,-4.75
6,-2.5,-4.5
6,-2,-4.5
6,-1.5,-4.75
7,-13,-8
7,-17,-10.75
7,-15,-9
7,-18,-12.5
7,-12,-7.25
8,-20,-23.75
8,-18,-19.25
8,-22,-26.25
8,-21,-24
8,-21,-24.5
